category,intent,intentType,userSentence
" """,도움말 보기,STANDARD,도움요청각
" """,도움말 보기,STANDARD,잘 모르겠어
" """,도움말 보기,STANDARD,도움요청
" """,도움말 보기,STANDARD,너가 필요해
" """,도움말 보기,STANDARD,어떤거 도와줄수있어?
" """,도움말 보기,STANDARD,이것좀봐줘
" """,도움말 보기,STANDARD,정말 모르겠어
" """,도움말 보기,STANDARD,검색좀 도와주라
" """,도움말 보기,STANDARD,내문의 들어줄수있니
" """,도움말 보기,STANDARD,도와줄 시간있나요?
" """,도움말 보기,STANDARD,알아봐줄수있겟니
" """,도움말 보기,STANDARD,도와줄 시간 되?
" """,도움말 보기,STANDARD,너무어려워요
" """,도움말 보기,STANDARD,아무리찾아도 못찾겠어
" """,도움말 보기,STANDARD,검색도와줘요
" """,도움말 보기,STANDARD,이거 어떻게 하는거야?
" """,도움말 보기,STANDARD,이거 어떻게 하는지 좀 알려줘
" """,도움말 보기,STANDARD,어떻게 해야 되지?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,견적을 받고 싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,자유여행 견적 받고 싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업여행 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,견적 받을래요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업이용시 얼마?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업끼리 예약가능?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,패키지여행 견적 받을래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 여행 얼마나올까?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 여행 요금
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,패키지 여행 견적 받을래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,여행 비용 상담 받을래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,패키지 비용 상담
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,패키지 여행 견적 받구 예약할래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,로마 기업으로 대한항공으로 가는데 지오베르티호텔 하루있다가 갈시 얼마?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,괌 대한항공으로 퍼시픽스타리조트 하루 이용하면 단체로 얼마야?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체끼리 호놀룰루 프린스와이키키호텔 5일동안있으면 얼마?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,여행 견적 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,패키지 견적 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,여행상품 견적봐줘
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,해외패키지 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,허니문 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,자유여행 견적볼래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,해외패키지 견적 볼 수 있어?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,해외패키지 견적 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,견적 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,비용 견적 받을래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,해외패키지 가격 견적 볼래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,해외패키지 가격 상담 받을래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,해외패키지 가격 견적 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업/단체/개별 단독 여행상품 견적문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 견적 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 단체 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,패키지 단체 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,태국 기업 단체 여행 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,베트남으로 기업 단체 여행 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,유럽으로 법인 여행 예약 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,동남아 기업 여행 상담 요청
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,미국 기업 맞춤 여행 상담하고 싶어
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,브라질 법인 단체 여행 예약은?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,러시아 단체 맞춤 여행 예약하고 싶은데
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,대만 단체 여행 예약 가능할까?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,중국행으로 기업 여행 예약할 수 있나요?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,대한항공 이용해서 기업 단체 여행 예약됨?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 맞춤 여행 상담 받고 싶은데 어떡해?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,아시아나로 단체 맞춤 여행 상담할래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,베트남 기업 여행 상담은 어디서 하죠?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,중국 여행 기업 상담은 어떻게 하나요?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,중국 여행 기업 견적 뽑고 싶은데요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,러시아 여행 단체 상담 받고 싶네요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,북미 단체 여행 견적은 어떻게 뽑나요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,미국 단체 여행 어떻게 상담할 수 있나요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,태국 단체로 여행 견적은 어떻게 뽑죠
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 단체로 북미 여행 견적 계산하고 싶은데
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 단체 여행은 어떻게 상담하죠?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,동남아 기업 여행 관해 상담하고 싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,중국 기업 여행 관해 상담 요청
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,베트남행 기업 여행 대해 상담은 어떻게 하죠?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 단체 여행 유럽 여행 예약되는지?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,중국 기업 여행 예약 가능한지 확인 요청
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,유럽 아시아나로 단체 여행 예약
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,유럽 대한항공 기업 여행 상담
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,북유럽 단체 여행 견적 뽑아보고 싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,유럽 기업에서 가는 여행 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,호주 기업 단체 여행 얼마 정도 들까요?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,호주 기업에서 단체로 가는 여행 얼마 나올까요?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,미국으로 가는 여행 기업 단체 상담해볼라고
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,미국 여행 기업 단체 견적 부탁해
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,남미 기업 단체 여행 견적 뽑으려면 어떡해?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,북미 기업 여행 상담 받고 싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,캐나다 단체 여행 어디서 상담 가능해?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,동남아로 단체 여행 예약하려고 하는데
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,호주로 기업 여행가면 얼마나 나오나요?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,러시아로 단체로 여행 시 견적은?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,독일로 단체 여행 시 나올 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,노르웨이 단체 여행 예상 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,영국 기업 여행 예상되는 견적은?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,그리스 10인 이상 여행 견적 뽑기
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,로마 단체 여행 상담은 어디서?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,10인 이상 단체 여행 아시아나로 상담 진행
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,제주항공 5인 이상 단체 여행 상담
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,터키 여행 6인 단체 여행 예약 진행
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,유럽 여행 단체 여행에 관해 상담 요청
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,핀란드 단체 여행은 어디서 예약하죠
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,노르웨이 단체로 여행가는 거 예매 진행하고 싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,이탈리아 법인 여행 상담 예약 가능할까요?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,태국 개별 맞춤 여행 예매할려구요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,베트남 개별 맞춤 여행 상담은?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,멕시코 개별 맞춤 여행하고 싶은데
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,마카오 개별 맞춤 여행은 어떻게 신청하나요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,법인 단체 여행상품
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,개별여행 상품 알려줘
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 단체 여행 예약
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 여행 예약할래요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 여행 예약하기
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 여행 예약하고 싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 여행 예약
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,인센티브 여행 예약
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,개별 여행 예약
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,맞춤 여행 예약
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 단독 여행
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 단독 여행 예약하기
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 견적 받을래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체로 견적받을래
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,일행별 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,일행여행 비용 산정
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,일행 여행 가격 상담
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,여행 가격 상담
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 여행 가격 상담
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 비용 상담
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 비용상담 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체비용상담 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,국가명 금액 확인 요청
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,국가명 금액 확인
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,국가명 여행상품 금액 상담
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,국가명 여행상품 금액 확인해줘
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,여행상품 가격 상담 요청할게요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,이스라엘 허니문 가격 확인
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,성지순례 가격 확인 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,성지순례 가격 확인 요청
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,성지순례 금액 확인할 수 있나요?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,허니문 여행 가격 확인 부탁
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,허니문 여행 가격 상담 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,동남아 일정 좀 짜주세요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,회사 워크샵 견적 상담 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,회사 워크샵 견적 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,회사 단체 가격 상담 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,회사 워크샵 일정 좀 상담할게요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,회사 워크샵 가는데 동남아 일정 견적 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,가족여행 계획 중인데 견적문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,미서부 가족여행 계획중인데 견적문의할게
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,미서부 가족여행 계획 중 인데 차량과 가이드만 했을때 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단독관광
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체관광
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 여행 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,저희 일행끼리만 여행
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,일행끼리 관광하고 싶은데
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,기업 단체 예약
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,친구들이랑 단체여행 계획중인데
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,법인 단체 여행 가능한가요?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,법인 견적 알려줘
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,저희를 위한 여행상품을 만들어 줄 수 있나요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,저희가 요구하는 일정으로 상품을 만들어주실 수 있나요? 
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,인센티브 여행
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,저희가 요구하는 일정으로 상품을 만들어주실 수 잇나요? 
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,신혼여행준비중인데 칸쿤으로 내년 1월 견적 부탁드릴게요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,신혼여행 견적 부탁드려요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,내년 1월 도시명 패키지 견적 받고싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,크루즈 상품 따로 만들어주세요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,크루즈 상품 견적 받고싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,15명 견적받을게
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,20명 견적 상담 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,20명이상 단체 견적 문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,개별여행 견적문의
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,개별여행 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,성지순례 단체 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,성지순례 단체견적 받고 싶어
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 성지순례 견적 부탁해
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단체 예약으로 성지순례 견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,자유여행은 맞춤여행이 가능한가요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,자유여행은 맞춤견적 받을 수 있나요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,자유여행 맞춤견적
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,자유여행 맞춤여행 할 수 있어?
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,허니문 국가명 리조트 견적 내주세요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,허니문 국가명꺼로 견적 좀 내줘
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,국가명 허니문 여행 견적 좀
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,국가명 허니문 상품 견적 뽑아주세요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,2박 3일 국가명 허니문 견적 뽑아줘
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,단독진행 가능한가요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,2월2일 출발로 제주도 버스여행 견적좀 알고싶습니다
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,도시명 버스여행 견적 받고 싶어요
상품추천/검색-상품문의,상품추천/검색_상품 문의_여행 견적 문의,STANDARD,버스여행 견적 궁금해
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방출발 상품은 없나요?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방출발 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방출발
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방에서 출발
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방에서 출발하는 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방에서 출발하는 상품 알려줘
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,수도권 이외 출발 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 패키지 
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 여행상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방에서 출발하는 
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방에서 출발하는 여행상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,전라도에서 출발 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,상품 중 경상도 출발하는 거 없음?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 상품 검색
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,전라도에서 출발하는 거 없나요?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 상품 모음
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방에서 출발 예정 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,도시 아닌 곳에서 출발 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,나주 출발 예정 상품 없나요?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,횡성 근처에서 출발 예정인 건 없어?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방공항에서 출발하는 상품 보여줘
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방출발 가능한 상품으로
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 공항 근처에서 출발하는 거 없나요?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방출발 가능한 상품 검색
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 상품은 어떤 게 있죠?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,무안에서 출발 가능한 패키지
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,다른 지방에서 출발 가능한 상품은?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방에서 출발할 패키지 검색
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 해외 패키지 있나요?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방출발하는 일본 여행
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방에서 마카오로 가는 여행 없나요?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 해외여행 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,대전에서 출발하는 여행 상품 있어요?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,대전 출발 여행상품 검색
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,김해에서 출발 가능한 상품 보여줘
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,김해 출발 여행은?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,김해 출발 해외로 가는 여행
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,청주 지방에서 출발하는 여행 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방에서 다낭으로 가는 여행 없어?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 상품 뭐가 있나요?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발하는 여행 찾아주세요
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 상품 뭐 있어?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방공항 출발 예정 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방공항에서 출발할 상품 찾고 있어
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,해외 상품 중 지방 출발 가능한 것
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 근처에서 출발 가능한 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,해외 여행 중 지방에서 출발할 수 있는 거 없어?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,해외 투어 중에 지방에서 출발하는 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 해외 투어 상품 찾아줘
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,해외 투어 지방 출발 가능한 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,서울 아닌 지방에서 출발하는 해외상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,서울 말고 지방 출발 해외 여행은 없나요?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,서울 아닌 다른 지방 출발 상품 보고 싶어
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 여행 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,지방 출발 국내 패키지 상품
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,인천말고 출발할 수 있는 지역은 어디야?
상품추천/검색-상품검색,상품추천/검색_상품검색_지방출발상품,STANDARD,인천 제외하고 출발 지역 알려줘
